#time	sec	step	log_time	priority	tag	pid	log
4434	2	0	2022-01-13 12:22:56.334000	W	ActivityManager	977	Missing app error report, app = com.android.phone crashing = false notResponding = true
4935	1	0	2022-01-13 12:22:56.835000	W	ActivityManager	977	Missing app error report, app = com.fancyclean.security.antivirus crashing = false notResponding = true
4935	2	0	2022-01-13 12:22:56.835000	W	ActivityManager	977	Missing app error report, app = com.android.phone crashing = false notResponding = true
5423	1	1	2022-01-13 12:22:57.323000	I	ActivityManager	977	Force stopping com.example.test_one appid=10274 user=0: from pid 10496
5424	2	1	2022-01-13 12:22:57.324000	I	ActivityManager	977	Killing 28823:com.example.test_one/u0a274 (adj 700): stop com.example.test_one
5432	3	1	2022-01-13 12:22:57.332000	I	ActivityManager	977	Force finishing activity ActivityRecord{912bbcc u0 com.example.test_one/.MainActivity t44866}
5441	4	1	2022-01-13 12:22:57.341000	I	ActivityManager	977	Force finishing activity ActivityRecord{56476cc u0 com.example.test_one/.Gravity_detector t44866}
5447	5	1	2022-01-13 12:22:57.347000	W	ActivityManager	977	Missing app error report, app = com.fancyclean.security.antivirus crashing = false notResponding = true
5447	6	1	2022-01-13 12:22:57.347000	W	ActivityManager	977	Missing app error report, app = com.android.phone crashing = false notResponding = true
5533	1	1	2022-01-13 12:22:57.433000	W	ActivityManager	977	setHasOverlayUi called on unknown pid: 28823
5697	1	1	2022-01-13 12:22:57.597000	I	ActivityManager	977	START u0 {flg=0x10000000 cmp=com.example.test_one/.MainActivity} from uid 2000
5777	1	1	2022-01-13 12:22:57.677000	I	ActivityManager	977	Start proc 10516:com.example.test_one/u0a274 for activity com.example.test_one/.MainActivity
5949	1	1	2022-01-13 12:22:57.849000	W	ActivityManager	977	Missing app error report, app = com.fancyclean.security.antivirus crashing = false notResponding = true
5949	2	1	2022-01-13 12:22:57.849000	W	ActivityManager	977	Missing app error report, app = com.android.phone crashing = false notResponding = true
6049	1	1	2022-01-13 12:22:57.949000	W	ActivityManager	977	Slow operation: 92ms so far, now at attachApplicationLocked: after mServices.attachApplicationLocked
6071	1	1	2022-01-13 12:22:57.971000	I	WindowManager	977	Focus moving from Window{5c49001 u0 com.android.launcher3/com.android.searchlauncher.SearchLauncher EXITING} to null
6241	1	1	2022-01-13 12:22:58.141000	W	WindowManager	977	removeWindowToken: Attempted to remove non-existing token: android.os.Binder@da5d3d6
6243	2	1	2022-01-13 12:22:58.143000	W	WindowManager	977	removeWindowToken: Attempted to remove non-existing token: android.os.Binder@cc387ae
6251	3	1	2022-01-13 12:22:58.151000	W	WindowManager	977	removeWindowToken: Attempted to remove non-existing token: android.os.Binder@d835762
6450	1	1	2022-01-13 12:22:58.350000	W	ActivityManager	977	Missing app error report, app = com.fancyclean.security.antivirus crashing = false notResponding = true
6450	2	1	2022-01-13 12:22:58.350000	W	ActivityManager	977	Missing app error report, app = com.android.phone crashing = false notResponding = true
6956	1	1	2022-01-13 12:22:58.856000	W	ActivityManager	977	Missing app error report, app = com.fancyclean.security.antivirus crashing = false notResponding = true
6956	2	1	2022-01-13 12:22:58.856000	W	ActivityManager	977	Missing app error report, app = com.android.phone crashing = false notResponding = true
7048	1	1	2022-01-13 12:22:58.948000	I	WindowManager	977	Relayout Window{c9f926e u0 com.example.test_one/com.example.test_one.MainActivity}: oldVis=4 newVis=0 focusMayChange = true
7060	2	1	2022-01-13 12:22:58.960000	I	WindowManager	977	Focus moving from null to Window{c9f926e u0 com.example.test_one/com.example.test_one.MainActivity}
7462	1	1	2022-01-13 12:22:59.362000	W	ActivityManager	977	Missing app error report, app = com.fancyclean.security.antivirus crashing = false notResponding = true
7462	2	1	2022-01-13 12:22:59.362000	W	ActivityManager	977	Missing app error report, app = com.android.phone crashing = false notResponding = true
7567	1	1	2022-01-13 12:22:59.467000	W	WindowManager	977	removeWindowToken: Attempted to remove non-existing token: android.os.Binder@e758f07
7963	1	1	2022-01-13 12:22:59.863000	W	ActivityManager	977	Missing app error report, app = com.fancyclean.security.antivirus crashing = false notResponding = true
7964	2	1	2022-01-13 12:22:59.864000	W	ActivityManager	977	Missing app error report, app = com.android.phone crashing = false notResponding = true
8100	1	1	2022-01-13 12:23:00.000000	I	DataShapingService	977	openLteGateSuccess = false
8465	1	1	2022-01-13 12:23:00.365000	W	ActivityManager	977	Missing app error report, app = com.fancyclean.security.antivirus crashing = false notResponding = true
8465	2	1	2022-01-13 12:23:00.365000	W	ActivityManager	977	Missing app error report, app = com.android.phone crashing = false notResponding = true
8966	1	2	2022-01-13 12:23:00.866000	W	ActivityManager	977	Missing app error report, app = com.fancyclean.security.antivirus crashing = false notResponding = true
8966	2	2	2022-01-13 12:23:00.866000	W	ActivityManager	977	Missing app error report, app = com.android.phone crashing = false notResponding = true
9468	1	2	2022-01-13 12:23:01.368000	W	ActivityManager	977	Missing app error report, app = com.fancyclean.security.antivirus crashing = false notResponding = true
9468	2	3	2022-01-13 12:23:01.368000	W	ActivityManager	977	Missing app error report, app = com.android.phone crashing = false notResponding = true
9970	1	4	2022-01-13 12:23:01.870000	W	ActivityManager	977	Missing app error report, app = com.fancyclean.security.antivirus crashing = false notResponding = true
9970	2	4	2022-01-13 12:23:01.870000	W	ActivityManager	977	Missing app error report, app = com.android.phone crashing = false notResponding = true
10103	1	4	2022-01-13 12:23:02.003000	W	WindowManager	977	removeWindowToken: Attempted to remove non-existing token: android.os.Binder@c3834
10471	1	4	2022-01-13 12:23:02.371000	W	ActivityManager	977	Missing app error report, app = com.fancyclean.security.antivirus crashing = false notResponding = true
10471	2	4	2022-01-13 12:23:02.371000	W	ActivityManager	977	Missing app error report, app = com.android.phone crashing = false notResponding = true
10973	1	5	2022-01-13 12:23:02.873000	W	ActivityManager	977	Missing app error report, app = com.fancyclean.security.antivirus crashing = false notResponding = true
10973	2	5	2022-01-13 12:23:02.873000	W	ActivityManager	977	Missing app error report, app = com.android.phone crashing = false notResponding = true
11474	1	5	2022-01-13 12:23:03.374000	W	ActivityManager	977	Missing app error report, app = com.fancyclean.security.antivirus crashing = false notResponding = true
11474	2	5	2022-01-13 12:23:03.374000	W	ActivityManager	977	Missing app error report, app = com.android.phone crashing = false notResponding = true
11976	1	6	2022-01-13 12:23:03.876000	W	ActivityManager	977	Missing app error report, app = com.fancyclean.security.antivirus crashing = false notResponding = true
11976	2	6	2022-01-13 12:23:03.876000	W	ActivityManager	977	Missing app error report, app = com.android.phone crashing = false notResponding = true
12477	1	6	2022-01-13 12:23:04.377000	W	ActivityManager	977	Missing app error report, app = com.fancyclean.security.antivirus crashing = false notResponding = true
12477	2	6	2022-01-13 12:23:04.377000	W	ActivityManager	977	Missing app error report, app = com.android.phone crashing = false notResponding = true
12978	1	6	2022-01-13 12:23:04.878000	W	ActivityManager	977	Missing app error report, app = com.fancyclean.security.antivirus crashing = false notResponding = true
12978	2	6	2022-01-13 12:23:04.878000	W	ActivityManager	977	Missing app error report, app = com.android.phone crashing = false notResponding = true
13479	1	7	2022-01-13 12:23:05.379000	W	ActivityManager	977	Missing app error report, app = com.fancyclean.security.antivirus crashing = false notResponding = true
13479	2	7	2022-01-13 12:23:05.379000	W	ActivityManager	977	Missing app error report, app = com.android.phone crashing = false notResponding = true
13981	1	7	2022-01-13 12:23:05.881000	W	ActivityManager	977	Missing app error report, app = com.fancyclean.security.antivirus crashing = false notResponding = true
13981	2	7	2022-01-13 12:23:05.881000	W	ActivityManager	977	Missing app error report, app = com.android.phone crashing = false notResponding = true
14202	1	7	2022-01-13 12:23:06.102000	W	WindowManager	977	removeWindowToken: Attempted to remove non-existing token: android.os.Binder@e972ada
14205	2	7	2022-01-13 12:23:06.105000	W	WindowManager	977	removeWindowToken: Attempted to remove non-existing token: android.os.Binder@407db0b
14211	3	7	2022-01-13 12:23:06.111000	W	WindowManager	977	removeWindowToken: Attempted to remove non-existing token: android.os.Binder@197cde8
14214	4	7	2022-01-13 12:23:06.114000	W	WindowManager	977	removeWindowToken: Attempted to remove non-existing token: android.os.Binder@40fe094
14482	1	8	2022-01-13 12:23:06.382000	W	ActivityManager	977	Missing app error report, app = com.fancyclean.security.antivirus crashing = false notResponding = true
14482	2	8	2022-01-13 12:23:06.382000	W	ActivityManager	977	Missing app error report, app = com.android.phone crashing = false notResponding = true
14983	1	8	2022-01-13 12:23:06.883000	W	ActivityManager	977	Missing app error report, app = com.fancyclean.security.antivirus crashing = false notResponding = true
14983	2	8	2022-01-13 12:23:06.883000	W	ActivityManager	977	Missing app error report, app = com.android.phone crashing = false notResponding = true
15079	1	8	2022-01-13 12:23:06.979000	W	ActivityManager	977	Background start not allowed: service Intent { cmp=com.zhiliaoapp.musically/com.ss.android.message.NotifyService } to com.zhiliaoapp.musically/com.ss.android.message.NotifyService from pid=10114 uid=10251 pkg=com.zhiliaoapp.musically
15351	1	9	2022-01-13 12:23:07.251000	W	WindowManager	977	removeWindowToken: Attempted to remove non-existing token: android.os.Binder@370c1df
15486	1	9	2022-01-13 12:23:07.386000	W	ActivityManager	977	Missing app error report, app = com.fancyclean.security.antivirus crashing = false notResponding = true
15487	2	9	2022-01-13 12:23:07.387000	W	ActivityManager	977	Missing app error report, app = com.android.phone crashing = false notResponding = true
15988	1	9	2022-01-13 12:23:07.888000	W	ActivityManager	977	Missing app error report, app = com.fancyclean.security.antivirus crashing = false notResponding = true
15988	2	9	2022-01-13 12:23:07.888000	W	ActivityManager	977	Missing app error report, app = com.android.phone crashing = false notResponding = true
16489	1	10	2022-01-13 12:23:08.389000	W	ActivityManager	977	Missing app error report, app = com.fancyclean.security.antivirus crashing = false notResponding = true
16489	2	10	2022-01-13 12:23:08.389000	W	ActivityManager	977	Missing app error report, app = com.android.phone crashing = false notResponding = true
16991	1	10	2022-01-13 12:23:08.891000	W	ActivityManager	977	Missing app error report, app = com.fancyclean.security.antivirus crashing = false notResponding = true
16992	2	10	2022-01-13 12:23:08.892000	W	ActivityManager	977	Missing app error report, app = com.android.phone crashing = false notResponding = true
17493	1	11	2022-01-13 12:23:09.393000	W	ActivityManager	977	Missing app error report, app = com.fancyclean.security.antivirus crashing = false notResponding = true
17493	2	11	2022-01-13 12:23:09.393000	W	ActivityManager	977	Missing app error report, app = com.android.phone crashing = false notResponding = true
17994	1	11	2022-01-13 12:23:09.894000	W	ActivityManager	977	Missing app error report, app = com.fancyclean.security.antivirus crashing = false notResponding = true
17995	2	11	2022-01-13 12:23:09.895000	W	ActivityManager	977	Missing app error report, app = com.android.phone crashing = false notResponding = true
18498	1	12	2022-01-13 12:23:10.398000	W	ActivityManager	977	Missing app error report, app = com.fancyclean.security.antivirus crashing = false notResponding = true
18498	2	12	2022-01-13 12:23:10.398000	W	ActivityManager	977	Missing app error report, app = com.android.phone crashing = false notResponding = true
18999	1	12	2022-01-13 12:23:10.899000	W	ActivityManager	977	Missing app error report, app = com.fancyclean.security.antivirus crashing = false notResponding = true
18999	2	12	2022-01-13 12:23:10.899000	W	ActivityManager	977	Missing app error report, app = com.android.phone crashing = false notResponding = true
19500	1	12	2022-01-13 12:23:11.400000	W	ActivityManager	977	Missing app error report, app = com.fancyclean.security.antivirus crashing = false notResponding = true
19500	2	12	2022-01-13 12:23:11.400000	W	ActivityManager	977	Missing app error report, app = com.android.phone crashing = false notResponding = true
20001	1	13	2022-01-13 12:23:11.901000	W	ActivityManager	977	Missing app error report, app = com.fancyclean.security.antivirus crashing = false notResponding = true
20002	2	13	2022-01-13 12:23:11.902000	W	ActivityManager	977	Missing app error report, app = com.android.phone crashing = false notResponding = true
20503	1	13	2022-01-13 12:23:12.403000	W	ActivityManager	977	Missing app error report, app = com.fancyclean.security.antivirus crashing = false notResponding = true
20503	2	13	2022-01-13 12:23:12.403000	W	ActivityManager	977	Missing app error report, app = com.android.phone crashing = false notResponding = true
21004	1	14	2022-01-13 12:23:12.904000	W	ActivityManager	977	Missing app error report, app = com.fancyclean.security.antivirus crashing = false notResponding = true
21004	2	14	2022-01-13 12:23:12.904000	W	ActivityManager	977	Missing app error report, app = com.android.phone crashing = false notResponding = true
21507	1	14	2022-01-13 12:23:13.407000	W	ActivityManager	977	Missing app error report, app = com.fancyclean.security.antivirus crashing = false notResponding = true
21508	2	14	2022-01-13 12:23:13.408000	W	ActivityManager	977	Missing app error report, app = com.android.phone crashing = false notResponding = true
22010	1	15	2022-01-13 12:23:13.910000	W	ActivityManager	977	Missing app error report, app = com.fancyclean.security.antivirus crashing = false notResponding = true
22010	2	15	2022-01-13 12:23:13.910000	W	ActivityManager	977	Missing app error report, app = com.android.phone crashing = false notResponding = true
22512	1	15	2022-01-13 12:23:14.412000	W	ActivityManager	977	Missing app error report, app = com.fancyclean.security.antivirus crashing = false notResponding = true
22514	2	15	2022-01-13 12:23:14.414000	W	ActivityManager	977	Missing app error report, app = com.android.phone crashing = false notResponding = true
23015	1	16	2022-01-13 12:23:14.915000	W	ActivityManager	977	Missing app error report, app = com.fancyclean.security.antivirus crashing = false notResponding = true
23016	2	16	2022-01-13 12:23:14.916000	W	ActivityManager	977	Missing app error report, app = com.android.phone crashing = false notResponding = true
23517	1	16	2022-01-13 12:23:15.417000	W	ActivityManager	977	Missing app error report, app = com.fancyclean.security.antivirus crashing = false notResponding = true
23517	2	16	2022-01-13 12:23:15.417000	W	ActivityManager	977	Missing app error report, app = com.android.phone crashing = false notResponding = true
24018	1	17	2022-01-13 12:23:15.918000	W	ActivityManager	977	Missing app error report, app = com.fancyclean.security.antivirus crashing = false notResponding = true
24019	2	17	2022-01-13 12:23:15.919000	W	ActivityManager	977	Missing app error report, app = com.android.phone crashing = false notResponding = true
24520	1	17	2022-01-13 12:23:16.420000	W	ActivityManager	977	Missing app error report, app = com.fancyclean.security.antivirus crashing = false notResponding = true
24520	2	17	2022-01-13 12:23:16.420000	W	ActivityManager	977	Missing app error report, app = com.android.phone crashing = false notResponding = true
25022	1	18	2022-01-13 12:23:16.922000	W	ActivityManager	977	Missing app error report, app = com.fancyclean.security.antivirus crashing = false notResponding = true
25022	2	18	2022-01-13 12:23:16.922000	W	ActivityManager	977	Missing app error report, app = com.android.phone crashing = false notResponding = true
25524	1	18	2022-01-13 12:23:17.424000	W	ActivityManager	977	Missing app error report, app = com.fancyclean.security.antivirus crashing = false notResponding = true
25524	2	18	2022-01-13 12:23:17.424000	W	ActivityManager	977	Missing app error report, app = com.android.phone crashing = false notResponding = true
26025	1	19	2022-01-13 12:23:17.925000	W	ActivityManager	977	Missing app error report, app = com.fancyclean.security.antivirus crashing = false notResponding = true
26025	2	19	2022-01-13 12:23:17.925000	W	ActivityManager	977	Missing app error report, app = com.android.phone crashing = false notResponding = true
26527	1	19	2022-01-13 12:23:18.427000	W	ActivityManager	977	Missing app error report, app = com.fancyclean.security.antivirus crashing = false notResponding = true
26527	2	19	2022-01-13 12:23:18.427000	W	ActivityManager	977	Missing app error report, app = com.android.phone crashing = false notResponding = true
27029	1	19	2022-01-13 12:23:18.929000	W	ActivityManager	977	Missing app error report, app = com.fancyclean.security.antivirus crashing = false notResponding = true
27029	2	19	2022-01-13 12:23:18.929000	W	ActivityManager	977	Missing app error report, app = com.android.phone crashing = false notResponding = true
27530	1	20	2022-01-13 12:23:19.430000	W	ActivityManager	977	Missing app error report, app = com.fancyclean.security.antivirus crashing = false notResponding = true
27531	2	20	2022-01-13 12:23:19.431000	W	ActivityManager	977	Missing app error report, app = com.android.phone crashing = false notResponding = true
28032	1	20	2022-01-13 12:23:19.932000	W	ActivityManager	977	Missing app error report, app = com.fancyclean.security.antivirus crashing = false notResponding = true
28032	2	20	2022-01-13 12:23:19.932000	W	ActivityManager	977	Missing app error report, app = com.android.phone crashing = false notResponding = true
28533	1	21	2022-01-13 12:23:20.433000	W	ActivityManager	977	Missing app error report, app = com.fancyclean.security.antivirus crashing = false notResponding = true
28533	2	21	2022-01-13 12:23:20.433000	W	ActivityManager	977	Missing app error report, app = com.android.phone crashing = false notResponding = true
29036	1	21	2022-01-13 12:23:20.936000	W	ActivityManager	977	Missing app error report, app = com.fancyclean.security.antivirus crashing = false notResponding = true
29036	2	21	2022-01-13 12:23:20.936000	W	ActivityManager	977	Missing app error report, app = com.android.phone crashing = false notResponding = true
29538	1	22	2022-01-13 12:23:21.438000	W	ActivityManager	977	Missing app error report, app = com.fancyclean.security.antivirus crashing = false notResponding = true
29538	2	22	2022-01-13 12:23:21.438000	W	ActivityManager	977	Missing app error report, app = com.android.phone crashing = false notResponding = true
30045	1	22	2022-01-13 12:23:21.945000	W	ActivityManager	977	Missing app error report, app = com.fancyclean.security.antivirus crashing = false notResponding = true
30045	2	22	2022-01-13 12:23:21.945000	W	ActivityManager	977	Missing app error report, app = com.android.phone crashing = false notResponding = true
30549	1	23	2022-01-13 12:23:22.449000	W	ActivityManager	977	Missing app error report, app = com.fancyclean.security.antivirus crashing = false notResponding = true
30549	2	23	2022-01-13 12:23:22.449000	W	ActivityManager	977	Missing app error report, app = com.android.phone crashing = false notResponding = true
31062	1	23	2022-01-13 12:23:22.962000	W	ActivityManager	977	Missing app error report, app = com.fancyclean.security.antivirus crashing = false notResponding = true
31062	2	23	2022-01-13 12:23:22.962000	W	ActivityManager	977	Missing app error report, app = com.android.phone crashing = false notResponding = true
31563	1	23	2022-01-13 12:23:23.463000	W	ActivityManager	977	Missing app error report, app = com.fancyclean.security.antivirus crashing = false notResponding = true
31563	2	23	2022-01-13 12:23:23.463000	W	ActivityManager	977	Missing app error report, app = com.android.phone crashing = false notResponding = true
32066	1	24	2022-01-13 12:23:23.966000	W	ActivityManager	977	Missing app error report, app = com.fancyclean.security.antivirus crashing = false notResponding = true
32066	2	24	2022-01-13 12:23:23.966000	W	ActivityManager	977	Missing app error report, app = com.android.phone crashing = false notResponding = true
32569	1	24	2022-01-13 12:23:24.469000	W	ActivityManager	977	Missing app error report, app = com.fancyclean.security.antivirus crashing = false notResponding = true
32569	2	25	2022-01-13 12:23:24.469000	W	ActivityManager	977	Missing app error report, app = com.android.phone crashing = false notResponding = true
33070	1	25	2022-01-13 12:23:24.970000	W	ActivityManager	977	Missing app error report, app = com.fancyclean.security.antivirus crashing = false notResponding = true
33070	2	25	2022-01-13 12:23:24.970000	W	ActivityManager	977	Missing app error report, app = com.android.phone crashing = false notResponding = true
33572	1	25	2022-01-13 12:23:25.472000	W	ActivityManager	977	Missing app error report, app = com.fancyclean.security.antivirus crashing = false notResponding = true
33572	2	25	2022-01-13 12:23:25.472000	W	ActivityManager	977	Missing app error report, app = com.android.phone crashing = false notResponding = true
34075	1	26	2022-01-13 12:23:25.975000	W	ActivityManager	977	Missing app error report, app = com.fancyclean.security.antivirus crashing = false notResponding = true
34075	2	26	2022-01-13 12:23:25.975000	W	ActivityManager	977	Missing app error report, app = com.android.phone crashing = false notResponding = true
34576	1	26	2022-01-13 12:23:26.476000	W	ActivityManager	977	Missing app error report, app = com.fancyclean.security.antivirus crashing = false notResponding = true
34576	2	26	2022-01-13 12:23:26.476000	W	ActivityManager	977	Missing app error report, app = com.android.phone crashing = false notResponding = true
35078	1	27	2022-01-13 12:23:26.978000	W	ActivityManager	977	Missing app error report, app = com.fancyclean.security.antivirus crashing = false notResponding = true
35078	2	27	2022-01-13 12:23:26.978000	W	ActivityManager	977	Missing app error report, app = com.android.phone crashing = false notResponding = true
35581	1	27	2022-01-13 12:23:27.481000	W	ActivityManager	977	Missing app error report, app = com.fancyclean.security.antivirus crashing = false notResponding = true
35581	2	27	2022-01-13 12:23:27.481000	W	ActivityManager	977	Missing app error report, app = com.android.phone crashing = false notResponding = true
36084	1	28	2022-01-13 12:23:27.984000	W	ActivityManager	977	Missing app error report, app = com.fancyclean.security.antivirus crashing = false notResponding = true
36084	2	28	2022-01-13 12:23:27.984000	W	ActivityManager	977	Missing app error report, app = com.android.phone crashing = false notResponding = true
36585	1	28	2022-01-13 12:23:28.485000	W	ActivityManager	977	Missing app error report, app = com.fancyclean.security.antivirus crashing = false notResponding = true
36585	2	28	2022-01-13 12:23:28.485000	W	ActivityManager	977	Missing app error report, app = com.android.phone crashing = false notResponding = true
37086	1	29	2022-01-13 12:23:28.986000	W	ActivityManager	977	Missing app error report, app = com.fancyclean.security.antivirus crashing = false notResponding = true
37087	2	29	2022-01-13 12:23:28.987000	W	ActivityManager	977	Missing app error report, app = com.android.phone crashing = false notResponding = true
37588	1	29	2022-01-13 12:23:29.488000	W	ActivityManager	977	Missing app error report, app = com.fancyclean.security.antivirus crashing = false notResponding = true
37588	2	29	2022-01-13 12:23:29.488000	W	ActivityManager	977	Missing app error report, app = com.android.phone crashing = false notResponding = true
38090	1	30	2022-01-13 12:23:29.990000	W	ActivityManager	977	Missing app error report, app = com.fancyclean.security.antivirus crashing = false notResponding = true
38090	2	30	2022-01-13 12:23:29.990000	W	ActivityManager	977	Missing app error report, app = com.android.phone crashing = false notResponding = true
38592	1	30	2022-01-13 12:23:30.492000	W	ActivityManager	977	Missing app error report, app = com.fancyclean.security.antivirus crashing = false notResponding = true
38592	2	30	2022-01-13 12:23:30.492000	W	ActivityManager	977	Missing app error report, app = com.android.phone crashing = false notResponding = true
39095	1	31	2022-01-13 12:23:30.995000	W	ActivityManager	977	Missing app error report, app = com.fancyclean.security.antivirus crashing = false notResponding = true
39095	2	31	2022-01-13 12:23:30.995000	W	ActivityManager	977	Missing app error report, app = com.android.phone crashing = false notResponding = true
39597	1	31	2022-01-13 12:23:31.497000	W	ActivityManager	977	Missing app error report, app = com.fancyclean.security.antivirus crashing = false notResponding = true
39597	2	31	2022-01-13 12:23:31.497000	W	ActivityManager	977	Missing app error report, app = com.android.phone crashing = false notResponding = true
39708	1	31	2022-01-13 12:23:31.608000	W	ActivityManager	977	Background start not allowed: service Intent { cmp=com.zhiliaoapp.musically/com.bytedance.common.wschannel.server.WsChannelService } to com.zhiliaoapp.musically/com.bytedance.common.wschannel.server.WsChannelService from pid=10114 uid=10251 pkg=com.zhiliaoapp.musically
39732	2	31	2022-01-13 12:23:31.632000	W	ActivityManager	977	Background start not allowed: service Intent { cmp=com.zhiliaoapp.musically/com.bytedance.common.wschannel.client.WsClientService } to com.zhiliaoapp.musically/com.bytedance.common.wschannel.client.WsClientService from pid=9170 uid=10251 pkg=com.zhiliaoapp.musically
39734	3	31	2022-01-13 12:23:31.634000	I	ActivityManager	977	Killing 10114:com.zhiliaoapp.musically/u0a251 (adj 906): 152844k from cached
39755	4	31	2022-01-13 12:23:31.655000	W	ActivityManager	977	Application dead when creating service ServiceRecord{a75eb25 u0 com.zhiliaoapp.musically/com.bytedance.common.wschannel.client.WsClientService}
39756	5	31	2022-01-13 12:23:31.656000	W	ActivityManager	977	Scheduling restart of crashed service com.zhiliaoapp.musically/com.bytedance.common.wschannel.client.WsClientService in 1000ms
39764	6	31	2022-01-13 12:23:31.664000	W	ActivityManager	977	Scheduling restart of crashed service com.zhiliaoapp.musically/com.bytedance.common.wschannel.client.WsClientService in 4000ms
39772	7	31	2022-01-13 12:23:31.672000	W	ActivityManager	977	Exception when starting service com.zhiliaoapp.musically/com.bytedance.common.wschannel.client.WsClientService
39772	8	31	2022-01-13 12:23:31.672000	W	ActivityManager	977	android.os.DeadObjectException
39772	9	31	2022-01-13 12:23:31.672000	W	ActivityManager	977	at android.os.BinderProxy.transactNative(Native Method)
39772	10	31	2022-01-13 12:23:31.672000	W	ActivityManager	977	at android.os.BinderProxy.transact(Binder.java:764)
39772	11	31	2022-01-13 12:23:31.672000	W	ActivityManager	977	at android.app.IApplicationThread$Stub$Proxy.scheduleCreateService(IApplicationThread.java:1331)
39772	12	31	2022-01-13 12:23:31.672000	W	ActivityManager	977	at com.android.server.am.ActiveServices.realStartServiceLocked(ActiveServices.java:2233)
39772	13	31	2022-01-13 12:23:31.672000	W	ActivityManager	977	at com.android.server.am.ActiveServices.bringUpServiceLocked(ActiveServices.java:2122)
39772	14	32	2022-01-13 12:23:31.672000	W	ActivityManager	977	at com.android.server.am.ActiveServices.bindServiceLocked(ActiveServices.java:1438)
39772	15	32	2022-01-13 12:23:31.672000	W	ActivityManager	977	at com.android.server.am.ActivityManagerService.bindService(ActivityManagerService.java:18607)
39772	16	32	2022-01-13 12:23:31.672000	W	ActivityManager	977	at android.app.IActivityManager$Stub.onTransact(IActivityManager.java:584)
39772	17	32	2022-01-13 12:23:31.672000	W	ActivityManager	977	at com.android.server.am.ActivityManagerService.onTransact(ActivityManagerService.java:2985)
39772	18	32	2022-01-13 12:23:31.672000	W	ActivityManager	977	at android.os.Binder.execTransact(Binder.java:697)
40098	1	32	2022-01-13 12:23:31.998000	W	ActivityManager	977	Missing app error report, app = com.fancyclean.security.antivirus crashing = false notResponding = true
40098	2	32	2022-01-13 12:23:31.998000	W	ActivityManager	977	Missing app error report, app = com.android.phone crashing = false notResponding = true
40600	1	32	2022-01-13 12:23:32.500000	W	ActivityManager	977	Missing app error report, app = com.fancyclean.security.antivirus crashing = false notResponding = true
40600	2	32	2022-01-13 12:23:32.500000	W	ActivityManager	977	Missing app error report, app = com.android.phone crashing = false notResponding = true
41102	1	33	2022-01-13 12:23:33.002000	W	ActivityManager	977	Missing app error report, app = com.fancyclean.security.antivirus crashing = false notResponding = true
